epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,21.9484,1.78015,4.29055,1.63202,0.02381,0.14286,0.02369,0.00948,2.01661,4.52827,1.6872,0,0,0
